level_0,mid,value_col,iso_code,model_type,R2,MAE,MSE,RMSE,R2_train,MAE_train,MSE_train,RMSE_train,Year,lower,upper,transform,excess,country_name,continent,excess_category
98,2981,2452,MWI,SVR_RBF,,0.1009032293370069,0.1009032293370069,0.010181461690636611,0.8876354451496238,0.06700445002425227,0.08030053794108942,0.006448176393628341,2020,0,0,log transform,0,Malawi,Africa,0. No Excess Deaths
96,0,0,LUX,SVR_RBF,,0.08829066684616604,0.08829066684616604,0.007795241852140684,0.7690037976916875,0.05990879459536502,0.0703976094623818,0.004955823418018027,2020,0,0,log transform,0,Luxembourg,Europe,0. No Excess Deaths
94,148,88,LBY,SVR_RBF,,0.030902385799245202,0.030902385799245202,0.0009549574480853916,0.9037126192784837,0.050402796175260556,0.05980959084575057,0.0035771871571360905,2020,0,0,log transform,0,Libya,Africa,0. No Excess Deaths
93,1097,1050,LBR,SVR_RBF,,0.14251662317717884,0.14251662317717884,0.020310987881825986,0.7955727430102016,0.07350685442951076,0.08780223516841512,0.007709232500569674,2020,0,0,log transform,0,Liberia,Africa,0. No Excess Deaths
92,403,334,LSO,SVR_RBF,,0.33215074190075633,0.33215074190075633,0.11032411534522285,0.859558319577206,0.07482874806913631,0.08565165877911673,0.007336206651614244,2020,0,0,log transform,0,Lesotho,Africa,0. No Excess Deaths
183,1097,891,ZMB,SVR_RBF,,0.15679485916299107,0.15679485916299107,0.024584627859942206,0.9297468607218614,0.06733640914241411,0.07735882147714593,0.005984387260332934,2020,0,0,log transform,0,Zambia,Africa,0. No Excess Deaths
90,3,3,LVA,SVR_RBF,,0.015023104801644482,0.015023104801644482,0.0002256936778811935,0.9799430845677213,0.0639726686083156,0.07427963834682046,0.0055174646729344405,2020,0,0,log transform,0,Latvia,Europe,0. No Excess Deaths
89,403,207,LAO,SVR_RBF,,0.30659766066531624,0.30659766066531624,0.0940021255254444,0.9883760224641315,0.05402924310692972,0.06261115176118127,0.0039201563248616724,2020,0,0,log transform,0,Lao People's Democratic Republic,Asia,0. No Excess Deaths
86,3,3,KIR,SVR_RBF,,0.021881354907872685,0.021881354907872685,0.0004787936926042841,0.9153019584804559,0.055902507582183,0.0643494738094058,0.0041408547795474026,2020,0,0,log transform,0,Kiribati,Oceania,0. No Excess Deaths
85,8103,7716,KEN,Bayesian_ridge,,0.00874502804208177,0.00874502804208177,7.647551545679652e-05,0.8396027317394819,0.029599938142040778,0.03701582395502763,0.0013701712230695974,2020,0,0,log transform,0,Kenya,Africa,0. No Excess Deaths
83,148,100,JOR,SVR_RBF,,0.0595767008278143,0.0595767008278143,0.003549383281526889,0.4004336454432518,0.043875444244399854,0.05256401629931963,0.0027629758095151394,2020,0,0,log transform,0,Jordan,Asia,0. No Excess Deaths
82,55,36,JPN,Bayesian_ARD,,0.07195421420165893,0.07195421420165893,0.0051774089413782155,0.9908003741774783,0.03237929212437787,0.047112578297179304,0.00221959503380785,2020,0,0,log transform,0,Japan,Asia,0. No Excess Deaths
81,55,33,JAM,SVR_RBF,,0.20371831819681585,0.20371831819681585,0.04150115316893911,0.8221896561436803,0.0633940708673375,0.07253695381092629,0.005261609668168454,2020,0,0,log transform,0,Jamaica,North America,0. No Excess Deaths
80,20,19,ITA,Bayesian_ridge,,0.20318675258223884,0.20318675258223884,0.041284856424915944,0.9774084981400485,0.054805915067664454,0.06909601905252231,0.004774259848906527,2020,0,0,log transform,0,Italy,Europe,0. No Excess Deaths
78,3,3,IRL,SVR_RBF,,0.28445550549209697,0.28445550549209697,0.08091493460476441,0.8139529772790155,0.06184609971142839,0.0728550819095371,0.005307862960045361,2020,0,0,log transform,0,Ireland,Europe,0. No Excess Deaths
77,1097,897,IRQ,SVR_RBF,,0.13197840584064746,0.13197840584064746,0.01741829960823865,0.6280796108343081,0.08508859412797788,0.10659658669746071,0.011362832295549257,2020,0,0,log transform,0,Iraq,Asia,0. No Excess Deaths
75,8103,7826,IDN,SVR_RBF,,0.021227061912584944,0.021227061912584944,0.00045058815744071436,0.9708376420720858,0.04225576482237169,0.051941611757000156,0.0026979310319149366,2020,0,0,log transform,0,Indonesia,Asia,0. No Excess Deaths
73,0,0,ISL,SVR_RBF,,0.18916968168463777,0.18916968168463777,0.03578516846866718,0.9576394719571564,0.05743580838683114,0.06703804063008545,0.0044940988915209866,2020,0,0,log transform,0,Iceland,Europe,0. No Excess Deaths
70,1097,950,HTI,SVR_RBF,,0.10442121725915321,0.10442121725915321,0.010903790613883276,0.9276034753515506,0.05063752107023597,0.06154487566556558,0.0037877717206899267,2020,0,0,log transform,0,Haiti,North America,0. No Excess Deaths
69,20,18,GUY,Bayesian_ARD,,0.0800290873875471,0.0800290873875471,0.006404654828083651,0.9908001175750285,0.03389574158834647,0.04024332556213745,0.0016195252523001856,2020,0,0,log transform,0,Guyana,South America,0. No Excess Deaths
114,7,7,NLD,SVR_RBF,,0.18713981561101445,0.18713981561101445,0.03502131058692449,0.9789853948443894,0.04938755449379476,0.06152102905906597,0.0037848370164864395,2020,0,0,log transform,0,Netherlands,Europe,0. No Excess Deaths
116,148,110,NIC,SVR_RBF,,0.10620933987456027,0.10620933987456027,0.01128042387658986,0.9779113441540211,0.056053916216115926,0.06395857490427755,0.004090699303786082,2020,0,0,log transform,0,Nicaragua,North America,0. No Excess Deaths
119,1,1,NOR,SVR_RBF,,0.46757355937522166,0.46757355937522166,0.21862503342681394,0.9715399885748593,0.05952645025506553,0.06681238296926127,0.004463894518031233,2020,0,0,log transform,0,Norway,Europe,0. No Excess Deaths
120,55,30,PSE,SVR_RBF,,0.2524646630864731,0.2524646630864731,0.06373840610736636,0.9553030065580773,0.06222704135205422,0.06883396324840925,0.004738114496483355,2020,0,0,log transform,0,"Palestine, State of",Asia,0. No Excess Deaths
177,7,7,URY,POISSON,,0.07263698363587157,0.07263698363587157,0.005276131391717873,0.9855839559220183,0.04213651354069067,0.04982666796905046,0.0024826968408979996,2020,0,0,log transform,0,Uruguay,South America,0. No Excess Deaths
171,7,7,TKM,SVR_RBF,,0.3518929619519191,0.3518929619519191,0.12382865667129478,0.994143738217485,0.06191937374766717,0.07372750535022274,0.005435745045167122,2020,0,0,log transform,0,Turkmenistan,Asia,0. No Excess Deaths
168,7,5,TTO,SVR_RBF,,0.029338749644445494,0.029338749644445494,0.0008607622306994506,0.9903653269638887,0.04808190672853479,0.057435827833160945,0.0032988743188805056,2020,0,0,log transform,0,Trinidad and Tobago,North America,0. No Excess Deaths
167,3,3,TON,POISSON,,0.007859868322477093,0.007859868322477093,6.177753004667887e-05,0.8444413214417893,0.03523036177910659,0.043195352206055276,0.0018658384522051645,2020,0,0,log transform,0,Tonga,Oceania,0. No Excess Deaths
166,1097,1089,TGO,SVR_RBF,,0.12487581960071914,0.12487581960071914,0.015593970320951351,0.7566841833756475,0.05088937536722674,0.05776001165559479,0.003336218946454446,2020,0,0,log transform,0,Togo,Africa,0. No Excess Deaths
163,1,1,MKD,SVR_RBF,,0.10548776909973712,0.10548776909973712,0.011127669429639452,0.9885665715663474,0.06671475418128237,0.07907532703599551,0.006252907345849643,2020,0,0,log transform,0,North Macedonia,Europe,0. No Excess Deaths
162,8103,5390,TZA,SVR_RBF,,0.28274080659294576,0.28274080659294576,0.07994236371282956,0.9057372409057278,0.05406520318450439,0.06334572500579604,0.004012680876509933,2020,0,0,log transform,0,"Tanzania, United Republic of",Africa,0. No Excess Deaths
