mean,mean_se,mean_ci_lower,mean_ci_upper,year,pdq,geo
3.5073843640069957,0.3976678699728444,2.727969661051463,4.286799066962528,2023-12-31,610,Western Europe
3.416145749261255,0.5289052021977007,2.379510601717887,4.452780896804623,2024-12-31,610,Western Europe
3.327453949622822,0.6694096183461529,2.0154352067596593,4.639472692485985,2025-12-31,610,Western Europe
3.2440570575375927,0.8170435886325403,1.642681050018454,4.845433065056731,2026-12-31,610,Western Europe
3.168413651570469,0.9671079137462978,1.272916971464056,5.063910331676881,2027-12-31,610,Western Europe
3.1005423461736603,1.1163438325339012,0.9125486400438003,5.28853605230352,2028-12-31,610,Western Europe
3.040850754943578,1.2635791540988512,0.5642811212942429,5.517420388592914,2029-12-31,610,Western Europe
2.9885312198347327,1.4067629990145214,0.23132640698271523,5.74573603268675,2030-12-31,610,Western Europe
2.9418145668932287,1.545849944676819,-0.08799565017657152,5.971624783963029,2031-12-31,610,Western Europe
2.899568492502866,1.6812737690762207,-0.3956675430384382,6.19480452804417,2032-12-31,610,Western Europe
2.8599036572458503,1.8132974992678017,-0.694094134575586,6.4139014490672865,2033-12-31,610,Western Europe
2.8213366949434593,1.943267974691489,-0.9873985477619525,6.6300719376488715,2034-12-31,610,Western Europe
2.7830285808432085,2.0721103954706996,-1.2782331662704114,6.844290327956829,2035-12-31,610,Western Europe
2.744002925883691,2.200712095946478,-1.5693135225130619,7.0573193742804445,2036-12-31,610,Western Europe
2.70411747968945,2.3301461034404816,-1.862884961770237,7.271119921149137,2037-12-31,610,Western Europe
2.663505889550775,2.460837531684755,-2.159647044355789,7.486658823457339,2038-12-31,610,Western Europe
2.6223718871849178,2.59318483676259,-2.460176998125138,7.704920772494973,2039-12-31,610,Western Europe
2.5814226441928607,2.7273453774817606,-2.7640760690731883,7.92692135745891,2040-12-31,610,Western Europe
2.541197469809592,2.8630424246051653,-3.0702625686267653,8.15265750824595,2041-12-31,610,Western Europe
2.5022371124202216,3.0000470378570983,-3.377747033705763,8.382221258546206,2042-12-31,610,Western Europe
2.4651161537599693,3.1379043896410903,-3.6850634368667086,8.615295744386646,2043-12-31,610,Western Europe
2.4300584563882164,3.2760923549427416,-3.9909645693265685,8.851081482103002,2044-12-31,610,Western Europe
2.397243504676568,3.41422752652461,-4.2945194823369395,9.089006491690077,2045-12-31,610,Western Europe
2.3666777224521436,3.551872155955555,-4.594863780911378,9.328219225815666,2046-12-31,610,Western Europe
2.338136750544498,3.688739270106749,-4.891659367223296,9.567932868312292,2047-12-31,610,Western Europe
2.31141426945803,3.824669214930571,-5.184799644584973,9.807628183501034,2048-12-31,610,Western Europe
2.2861814692850704,3.9595349704351097,-5.474364468294612,10.046727406864754,2049-12-31,610,Western Europe
2.262098506568345,4.093358064997864,-5.760735876654035,10.284932889790724,2050-12-31,610,Western Europe
2.2389150237059,4.226196032004602,-6.044276990629207,10.522107038041007,2051-12-31,610,Western Europe
2.2163698437782378,4.358127436398136,-6.325402971597984,10.758142659154458,2052-12-31,610,Western Europe
2.194312250730791,4.489283014831928,-6.604520774747181,10.993145276208763,2053-12-31,610,Western Europe
2.1726739120349783,4.619753339406919,-6.881876250661227,11.227224074731184,2054-12-31,610,Western Europe
2.1514175957516724,4.749619845881482,-7.157666242432715,11.46050143393606,2055-12-31,610,Western Europe
2.130600026441896,4.878945600259724,-7.431957632597318,11.693157685481111,2056-12-31,610,Western Europe
2.11029314030299,5.0077392091740665,-7.7046953536472715,11.925281634253253,2057-12-31,610,Western Europe
2.0905776397568356,5.135996914461134,-7.975791337295831,12.156946616809503,2058-12-31,610,Western Europe
2.0715550291775395,5.263685212949146,-8.245078414158833,12.38818847251391,2059-12-31,610,Western Europe
2.053286687162539,5.390746465961101,-8.512382235907795,12.618955610232872,2060-12-31,610,Western Europe
2.0358180208501175,5.517127534940408,-8.777553245747331,12.849189287447565,2061-12-31,610,Western Europe
2.0191695213769467,5.642765743645732,-9.040448109365064,13.078787152118958,2062-12-31,610,Western Europe
