index,mid,value_col,iso_code,model_type,R2,MAE,MSE,RMSE,R2_train,MAE_train,MSE_train,RMSE_train,Year,lower,upper,transform,excess,country_name,continent,excess_category
2807,1024,897,IRQ,Bayesian_ARD,,2.0644934776391892,2.0644934776391892,4.262133319214754,0.3747875703989645,2.1106897355163916,2.4310000426959086,5.90976120758751,2020,0,0,square root transform,0,Iraq,Asia,0. No Excess Deaths
2663,0,0,ISL,Bayesian_ridge,,0.043080788355530364,0.043080788355530364,0.0018559543253340006,0.9011750806471781,0.01727082748163115,0.022678514541992958,0.0005143150218313861,2020,0,0,square root transform,0,Iceland,Europe,0. No Excess Deaths
2447,2704,2557,GIN,SVR_RBF,,1.5141700872902035,1.5141700872902035,2.2927110532444224,0.8428017146823439,0.7021595348564619,0.9877229608429442,0.9755966473763522,2020,0,0,square root transform,0,Guinea,Africa,0. No Excess Deaths
2375,1,0,GRD,POISSON,,0.09415036269526578,0.09415036269526578,0.008864290795650093,0.9783412319443557,0.02553053503863624,0.030366634609788567,0.0009221324975244089,2020,0,0,square root transform,0,Grenada,North America,0. No Excess Deaths
4139,9,7,NLD,SVR_RBF,,0.27398162348649935,0.27398162348649935,0.0750659300082979,0.9866224791301479,0.08274763857277428,0.09393101157701716,0.008823034935881734,2020,0,0,square root transform,0,Netherlands,Europe,0. No Excess Deaths
4175,4,4,NZL,SVR_RBF,,0.017610402023832794,0.017610402023832794,0.00031012625944101417,0.90513985453737,0.08017428553665285,0.0913756337990593,0.00834950645217979,2020,0,0,square root transform,0,New Zealand,Oceania,0. No Excess Deaths
4247,4900,4896,NER,SVR_RBF,,0.44308462427693485,0.44308462427693485,0.19632398427063252,0.8952109254390297,0.5403294248114292,0.8865970409579685,0.7860543130354258,2020,0,0,square root transform,0,Niger,Africa,0. No Excess Deaths
4283,87025,81747,NGA,Gamma,,8.741949316417958,8.741949316417958,76.42167785082042,0.9871276506171969,2.245383857707197,2.6358655052647997,6.947786961844858,2020,0,0,square root transform,0,Nigeria,Africa,0. No Excess Deaths
6479,9,8,VUT,SVR_RBF,,0.11794347159938523,0.11794347159938523,0.01391066249291499,0.742163597271452,0.05716734959012537,0.06617972699511565,0.00437975626514804,2020,0,0,square root transform,0,Vanuatu,Oceania,0. No Excess Deaths
6299,9,9,ARE,SVR_RBF,,0.016285822070403633,0.016285822070403633,0.00026522800050884606,0.7545210445370337,0.08299162729739826,0.10072760704610337,0.010146050821234213,2020,0,0,square root transform,0,United Arab Emirates,Asia,0. No Excess Deaths
6227,4761,4700,UGA,SVR_RBF,,0.49589431777431514,0.49589431777431514,0.24591117440085344,0.8259808851528743,0.8793087643862988,1.0989697414619355,1.2077344926489135,2020,0,0,square root transform,0,Uganda,Africa,0. No Excess Deaths
6047,4,3,TON,POISSON,,0.011754812802099224,0.011754812802099224,0.0001381756240123958,0.8336066902807071,0.03128275339584577,0.039103876067850575,0.0015291131235298167,2020,0,0,square root transform,0,Tonga,Oceania,0. No Excess Deaths
6011,1225,1089,TGO,SVR_RBF,,2.092118486113357,2.092118486113357,4.376959759937244,0.9071438226269355,0.47545071133711,0.5854316772503899,0.3427302487282047,2020,0,0,square root transform,0,Togo,Africa,0. No Excess Deaths
5903,1,1,MKD,Bayesian_ARD,,0.12230381788918876,0.12230381788918876,0.014958223870271849,0.9914863002724048,0.04460491632890106,0.05321270328128721,0.0028315917905023143,2020,0,0,square root transform,0,North Macedonia,Europe,0. No Excess Deaths
5867,7225,5390,TZA,SVR_RBF,,11.670114457816922,11.670114457816922,136.19157145854754,0.6955409835055987,3.8313855282192923,5.213894835681288,27.184699357544012,2020,0,0,square root transform,0,"Tanzania, United Republic of",Africa,0. No Excess Deaths
5687,169,69,SWZ,SVR_RBF,,4.286376599281951,4.286376599281951,18.3730243508719,0.8766564379960281,0.4992208283473002,0.7314187898735214,0.5349734461800464,2020,0,0,square root transform,0,Eswatini,Africa,0. No Excess Deaths
5579,1,1,VCT,Bayesian_ridge,,0.03653157944126395,0.03653157944126395,0.001334556296473379,0.9449315675586905,0.04204629714802847,0.05188732201001312,0.002692294185370792,2020,0,0,square root transform,0,Saint Vincent and the Grenadines,North America,0. No Excess Deaths
5543,100,89,LKA,SVR_RBF,,0.4011401596061006,0.4011401596061006,0.16091342764880787,0.9414790907726455,0.2829078475996774,0.4217617046400632,0.1778829355008919,2020,0,0,square root transform,0,Sri Lanka,Asia,0. No Excess Deaths
5507,16,12,ESP,SVR_RBF,,0.39562452207140186,0.39562452207140186,0.15651876246422514,0.8479597598572801,0.10724663110955251,0.1602641548536952,0.025684599330969192,2020,0,0,square root transform,0,Spain,Europe,0. No Excess Deaths
5435,1936,1516,ZAF,SVR_RBF,,4.623075443094855,4.623075443094855,21.37282655254669,0.5622704856311274,1.84813176932671,2.5498909575276447,6.501943895281248,2020,0,0,square root transform,0,South Africa,Africa,0. No Excess Deaths
2231,16,14,GEO,SVR_RBF,,0.06244091983812394,0.06244091983812394,0.00389886847023102,0.9546786747413636,0.15610705826443128,0.19317845381895954,0.03731791501988388,2020,0,0,square root transform,0,Georgia,Asia,0. No Excess Deaths
5399,5476,4519,SOM,SVR_RBF,,6.439704714948903,6.439704714948903,41.46979681573513,0.8994413935189459,1.0608361306259955,1.6517020638610616,2.72811970776289,2020,0,0,square root transform,0,Somalia,Africa,0. No Excess Deaths
5255,4,3,SGP,SVR_RBF,,0.0075733887743363315,0.0075733887743363315,5.7356217527243564e-05,0.9404964982047451,0.09154700863593129,0.0998873636538912,0.009977485417724705,2020,0,0,square root transform,0,Singapore,Asia,0. No Excess Deaths
5219,1600,1165,SLE,SVR_RBF,,6.018055009143481,6.018055009143481,36.21698609307694,0.8954690345524859,1.7652627745869214,2.7272712709125084,7.43800858514473,2020,0,0,square root transform,0,Sierra Leone,Africa,0. No Excess Deaths
5183,0,0,SYC,Bayesian_ARD,,0.06369674949712967,0.06369674949712967,0.0040572758965000885,0.9876004888530906,0.02006505082500424,0.026488776231611205,0.0007016552662483706,2020,0,0,square root transform,0,Seychelles,Africa,0. No Excess Deaths
5147,9,7,SRB,POISSON,,0.08453913451583706,0.08453913451583706,0.007146865264686792,0.9235754444555353,0.07635940710301853,0.11709276943296655,0.013710716653481867,2020,0,0,square root transform,0,Serbia,Europe,0. No Excess Deaths
5111,1764,1417,SEN,SVR_RBF,,4.778703147424274,4.778703147424274,22.836003771202662,0.7872100299360204,1.103448355445125,1.4917046412346002,2.2251827366808477,2020,0,0,square root transform,0,Senegal,Africa,0. No Excess Deaths
5039,9,9,STP,SVR_RBF,,0.2096138771000322,0.2096138771000322,0.043937977472907404,0.5618010169288337,0.07261168325036232,0.09559956572736564,0.009139276967260902,2020,0,0,square root transform,0,Sao Tome and Principe,Africa,0. No Excess Deaths
5003,4,4,WSM,SVR_RBF,,0.18537499337331065,0.18537499337331065,0.034363888168154964,0.954456838257279,0.04518333938812261,0.05591521294348539,0.0031265110385153166,2020,0,0,square root transform,0,Samoa,Oceania,0. No Excess Deaths
4967,1,1,LCA,SVR_RBF,,0.040432783768429736,0.040432783768429736,0.0016348100032645952,0.8230555614081935,0.06274084694265714,0.06905746370774835,0.00476893329374698,2020,0,0,square root transform,0,Saint Lucia,North America,0. No Excess Deaths
4499,625,485,PNG,SVR_RBF,,2.67308970161373,2.67308970161373,7.145408552873379,0.9447020852198266,0.3091387913482071,0.4041983685341319,0.1633763211256539,2020,0,0,square root transform,0,Papua New Guinea,Oceania,0. No Excess Deaths
4427,12544,9809,PAK,SVR_RBF,,12.548782578656343,12.548782578656343,157.47194420638894,0.6235600915338634,7.776301947000101,9.824130440424451,96.51353891047431,2020,0,0,square root transform,0,Pakistan,Asia,0. No Excess Deaths
4355,36,30,PSE,SVR_RBF,,0.7011005724583521,0.7011005724583521,0.49154201270142905,0.9902225217490357,0.09439927990473862,0.11833823836000396,0.014003938658149112,2020,0,0,square root transform,0,"Palestine, State of",Asia,0. No Excess Deaths
4319,1,1,NOR,SVR_RBF,,0.23892580773086347,0.23892580773086347,0.05708554159984554,0.9541761465010845,0.05363971493655636,0.06344310825933286,0.0040250279856054285,2020,0,0,square root transform,0,Norway,Europe,0. No Excess Deaths
5327,1,1,SVN,POISSON,,0.10714169556520281,0.10714169556520281,0.0114793429285866,0.967138065869478,0.04966401796749357,0.05896774559551104,0.003477195020616911,2020,0,0,square root transform,0,Slovenia,Europe,0. No Excess Deaths
2195,484,399,GMB,SVR_RBF,,1.626718766096527,1.626718766096527,2.6462139439706074,0.8687695297030049,0.17085306396721753,0.22712270861725425,0.05158472476963818,2020,0,0,square root transform,0,Gambia,Africa,0. No Excess Deaths
6659,2601,1734,ZWE,SVR_RBF,,9.219621030172668,9.219621030172668,85.00141194000213,0.8024241429581025,1.976200050906987,3.021808089591578,9.131324130321103,2020,0,0,square root transform,0,Zimbabwe,Africa,0. No Excess Deaths
431,4,3,BHR,POISSON,,0.0468373424542039,0.0468373424542039,0.002193736648172371,0.8801431248396274,0.0479953496459335,0.059064245491993794,0.003488585095538509,2020,0,0,square root transform,0,Bahrain,Asia,0. No Excess Deaths
1619,441,368,PRK,SVR_RBF,,1.9285771861606875,1.9285771861606875,3.719409962979475,0.4516706049456578,1.8517470819083761,2.511767381346038,6.308975377993933,2020,0,0,square root transform,0,"Korea, Democratic People's Republic of",Asia,0. No Excess Deaths
1691,4,3,DNK,SVR_RBF,,0.018127912080291964,0.018127912080291964,0.0003286211963907953,0.9586783930799943,0.060390780471126906,0.07197578376821244,0.005180513449048473,2020,0,0,square root transform,0,Denmark,Europe,0. No Excess Deaths
