level_0,mid,value_col,iso_code,model_type,R2,MAE,MSE,RMSE,R2_train,MAE_train,MSE_train,RMSE_train,Year,lower,upper,transform,country_name,continent,excess,excess_category
17,2510.0,2451,BEN,Gamma,,59.2874864358746,59.2874864358746,3515.0060478840146,0.8467947618873249,160.1954101247687,181.40487245366808,32907.72774993158,2020,,,normal - no transformation,Benin,Africa,0.0,0. No Excess Deaths
46,3.0,3,DNK,Bayesian_ARD,,0.41463345413467323,0.41463345413467323,0.17192090128765017,0.8443460533909031,0.4753720318845678,0.6194631769191397,0.3837346275587533,2020,,,normal - no transformation,Denmark,Europe,0.0,0. No Excess Deaths
30,47.0,41,CAN,Bayesian_ridge,,6.146379581209658,6.146379581209658,37.77798195631101,0.8061067848993297,2.52319945625464,3.2631973726934165,10.648457093153217,2020,,,normal - no transformation,Canada,North America,0.0,0. No Excess Deaths
7,14.0,9,AUS,POISSON,,4.8328338384354765,4.8328338384354765,23.356282909926982,0.4856763932869378,1.9398175403556042,2.3714028205684077,5.6235513373998005,2020,,,normal - no transformation,Australia,Oceania,0.0,0. No Excess Deaths
3,3047.0,2914,AGO,Bayesian_ARD,,132.98048657542677,132.98048657542677,17683.809809837257,0.7204965421567093,656.080774102212,789.6289827088777,623513.9303338571,2020,,,normal - no transformation,Angola,Africa,0.0,0. No Excess Deaths
4,-0.0,0,ATG,Bayesian_ARD,,0.31434065852255344,0.31434065852255344,0.09881004960039255,0.7254332819515388,0.21369806381235198,0.25930836644780136,0.06724082890982723,2020,,,normal - no transformation,Antigua and Barbuda,North America,0.0,0. No Excess Deaths
158,4.0,5,SWE,POISSON,,0.663441755230167,0.663441755230167,0.44015496258288483,0.5981609640628152,0.7033985105330735,0.8291892373187046,0.6875547912851752,2020,,,normal - no transformation,Sweden,Europe,1.0,1. 0 to <100
56,6.0,7,FJI,POISSON,,0.6330740086488618,0.6330740086488618,0.4007827004267391,0.9513387549154363,0.37821153729127893,0.5046061960130269,0.25462741305473735,2020,,,normal - no transformation,Fiji,Oceania,1.0,1. 0 to <100
163,-0.0,1,MKD,POISSON,,1.1338067553821816,1.1338067553821816,1.2855177585502702,0.9638648373294666,0.2964255534034537,0.3694024546219538,0.13645817348072464,2020,,,normal - no transformation,North Macedonia,Europe,1.0,1. 0 to <100
138,3.0,4,WSM,POISSON,,1.2217912181939994,1.2217912181939994,1.4927737808559771,0.8482007132495927,0.36502706841636096,0.4486005829312466,0.20124248300625425,2020,,,normal - no transformation,Samoa,Oceania,1.0,1. 0 to <100
159,5.0,6,CHE,POISSON,,0.6378461319096687,0.6378461319096687,0.40684768799212645,0.5916104364209882,0.6261826783886781,0.7711994270389929,0.5947485562652709,2020,,,normal - no transformation,Switzerland,Europe,1.0,1. 0 to <100
147,0.0,1,SVN,POISSON,,0.6517579189591345,0.6517579189591345,0.42478838492594173,0.9102902805317462,0.24800475461206106,0.3078356001636235,0.09476275672809827,2020,,,normal - no transformation,Slovenia,Europe,1.0,1. 0 to <100
146,2.0,3,SVK,POISSON,,1.4965475256104241,1.4965475256104241,2.239654496410683,0.9325042975268284,0.42987510835586784,0.5587381192366915,0.3121882858881552,2020,,,normal - no transformation,Slovakia,Europe,1.0,1. 0 to <100
64,4.0,6,GRC,POISSON,,2.480044256249471,2.480044256249471,6.150619512955991,0.45434793989920164,0.8076379181497959,0.9731313982104883,0.9469847181830999,2020,,,normal - no transformation,Greece,Europe,2.0,1. 0 to <100
90,1.0,3,LVA,POISSON,,2.3077235522968067,2.3077235522968067,5.325587993825392,0.9404283697258176,1.040107641150723,1.2912493287686169,1.6673248290454035,2020,,,normal - no transformation,Latvia,Europe,2.0,1. 0 to <100
54,-2.0,1,EST,POISSON,,2.6209487495605117,2.6209487495605117,6.86937234782281,0.9826756272485697,0.3561266201160102,0.4653771297673892,0.2165758729105334,2020,,,normal - no transformation,Estonia,Europe,3.0,1. 0 to <100
123,35.0,38,PAN,POISSON,,3.2136941300916533,3.2136941300916533,10.327829961785548,0.8895031473446573,1.838469984686815,2.3290251497107217,5.424358147985051,2020,,,normal - no transformation,Panama,North America,3.0,1. 0 to <100
177,4.0,7,URY,POISSON,,3.3881429332882362,3.3881429332882362,11.479512536391013,0.9818921302071905,0.6186234529423452,0.794324929266422,0.6309520932541063,2020,,,normal - no transformation,Uruguay,South America,3.0,1. 0 to <100
61,11.0,14,GEO,POISSON,,2.7543752234735166,2.7543752234735166,7.586582871684785,0.9360130262288149,1.9761294526975053,2.419007170888255,5.851595692808799,2020,,,normal - no transformation,Georgia,Asia,3.0,1. 0 to <100
43,0.0,4,CZE,POISSON,,3.8219839057514946,3.8219839057514946,14.60756097582345,0.9118873070962834,1.1964128507123692,1.564845566407564,2.4487416467054097,2020,,,normal - no transformation,Czechia,Europe,4.0,1. 0 to <100
38,10.0,14,CRI,Bayesian_ridge,,3.6433363858016037,3.6433363858016037,13.273900020105891,0.9821177680810982,1.0142994069412712,1.23910868335567,1.5353903291674218,2020,,,normal - no transformation,Costa Rica,North America,4.0,1. 0 to <100
95,-2.0,2,LTU,POISSON,,3.707995228319078,3.707995228319078,13.74922861323705,0.9707942763212324,0.7467611598138699,0.9811323317739455,0.9626206524521795,2020,,,normal - no transformation,Lithuania,Europe,4.0,1. 0 to <100
121,11.0,15,OMN,POISSON,,3.589316076432965,3.589316076432965,12.883189896540134,0.2686766781361847,1.7346907560904925,2.072391889795074,4.294808144888399,2020,,,normal - no transformation,Oman,Asia,4.0,1. 0 to <100
24,0.0,4,BGR,POISSON,,3.937583209176637,3.937583209176637,15.504561529189782,0.9725177564182828,1.1040787994522385,1.3356609644416453,1.7839902119331859,2020,,,normal - no transformation,Bulgaria,Europe,4.0,1. 0 to <100
42,5.0,9,CYP,Bayesian_ridge,,4.136301984081606,4.136301984081606,17.108994103517432,3.152921597660008e-05,1.053623095241985,1.2453800647616904,1.550971505705832,2020,,,normal - no transformation,Cyprus,Asia,4.0,1. 0 to <100
129,6.0,10,PRT,POISSON,,3.6173436544877404,3.6173436544877404,13.085175114662722,0.8641744727814923,1.2002558713723739,1.3547967021450125,1.8354741041430016,2020,,,normal - no transformation,Portugal,Europe,4.0,1. 0 to <100
168,0.0,5,TTO,POISSON,,4.582683364996228,4.582683364996228,21.000986823813154,0.9885789727452952,0.8066621393336231,0.9946607372223166,0.9893499821716424,2020,,,normal - no transformation,Trinidad and Tobago,North America,5.0,1. 0 to <100
16,4.0,9,BLZ,POISSON,,5.269723521579891,5.269723521579891,27.76998599389237,0.32946483628559653,0.8754167987862185,1.157100179264273,1.3388808248534128,2020,,,normal - no transformation,Belize,North America,5.0,1. 0 to <100
83,95.0,100,JOR,Bayesian_ridge,,5.370074635819037,5.370074635819037,28.837701594266964,0.3135679511779025,4.746468508511719,5.739318138975572,32.93977270037403,2020,,,normal - no transformation,Jordan,Asia,5.0,1. 0 to <100
47,51.0,56,DJI,Bayesian_ARD,,4.621040475586597,4.621040475586597,21.3540150770096,0.7608271434520116,14.127806848153133,16.444521987287484,270.4223033903815,2020,,,normal - no transformation,Djibouti,Africa,5.0,1. 0 to <100
80,13.0,19,ITA,POISSON,,5.644017484937649,5.644017484937649,31.854933370281906,0.985985689641993,2.528540478671015,2.9908531790447874,8.945202738602312,2020,,,normal - no transformation,Italy,Europe,6.0,1. 0 to <100
72,8.0,14,HUN,POISSON,,5.554717945987932,5.554717945987932,30.85489145948039,0.8078024823967513,2.5749820588428647,2.899664297016874,8.408053035394362,2020,,,normal - no transformation,Hungary,Europe,6.0,1. 0 to <100
156,5.0,11,SUR,Bayesian_ridge,,5.667888695948477,5.667888695948477,32.12496226966053,0.9717129917073184,2.011917802638488,2.3689765890625987,5.612050079526664,2020,,,normal - no transformation,Suriname,South America,6.0,1. 0 to <100
130,3.0,9,PRI,Bayesian_ARD,,5.7087186933364364,5.7087186933364364,32.58946911964887,0.9736788605692484,0.6390035779044151,0.8409586285166111,0.7072114148765394,2020,,,normal - no transformation,Puerto Rico,North America,6.0,1. 0 to <100
69,11.0,18,GUY,POISSON,,7.190572543319831,7.190572543319831,51.70433350074503,0.9896065932931714,1.2665817005684603,1.5872497553111375,2.5193617857352657,2020,,,normal - no transformation,Guyana,South America,7.0,1. 0 to <100
20,-5.0,2,BIH,POISSON,,7.0429372168432565,7.0429372168432565,49.60296464039583,0.9672196090696316,1.13696182825532,1.7465459519341282,3.0504227622174898,2020,,,normal - no transformation,Bosnia and Herzegovina,Europe,7.0,1. 0 to <100
100,-3.0,4,MDV,POISSON,,6.582798758694707,6.582798758694707,43.33323949747258,0.9504932705343938,1.6287814201428465,1.9165165283497094,3.6730356034376226,2020,,,normal - no transformation,Maldives,Asia,7.0,1. 0 to <100
6,2.0,10,ARM,POISSON,,7.647177219360401,7.647177219360401,58.47931942430468,0.9666349629754275,1.8570091469205172,2.283666421768436,5.215132325912651,2020,,,normal - no transformation,Armenia,Asia,8.0,1. 0 to <100
1,-6.0,2,ALB,POISSON,,8.314659227912216,8.314659227912216,69.13355807630577,0.990712600950167,0.8616106584292016,1.0775713012542205,1.161159909286714,2020,,,normal - no transformation,Albania,Europe,8.0,1. 0 to <100
104,2.0,11,MUS,POISSON,,9.355990009658854,9.355990009658854,87.53454906083627,0.958693848083676,1.219554876218646,1.3887438649563615,1.928609522453933,2020,,,normal - no transformation,Mauritius,Africa,9.0,1. 0 to <100
62,25.0,34,DEU,POISSON,,8.931828631018561,8.931828631018561,79.77756269388291,0.9289219484831921,3.2782518322665886,4.804418556611256,23.082437667110582,2020,,,normal - no transformation,Germany,Europe,9.0,1. 0 to <100
133,-5.0,5,MDA,POISSON,,10.428485235773223,10.428485235773223,108.7533043127401,0.9210335114777931,3.7526619973220274,5.401775739440597,29.179181139209014,2020,,,normal - no transformation,"Moldova, Republic of",Europe,10.0,1. 0 to <100
58,44.0,54,FRA,POISSON,,9.595261057686002,9.595261057686002,92.0690347651455,0.8948579551154515,6.818332689933107,8.060634934518358,64.97383554757778,2020,,,normal - no transformation,France,Europe,10.0,1. 0 to <100
79,-6.0,5,ISR,POISSON,,10.680031425165907,10.680031425165907,114.06307124253132,0.9440836780310644,2.649837662102553,3.234962024176816,10.464979297866162,2020,,,normal - no transformation,Israel,Asia,11.0,1. 0 to <100
27,-7.0,4,CPV,POISSON,,11.167082830205345,11.167082830205345,124.70373893666702,0.9853578128579175,1.5748983173000015,1.9692861274156146,3.8780878516315886,2020,,,normal - no transformation,Cabo Verde,Africa,11.0,1. 0 to <100
91,6.0,18,LBN,POISSON,,12.306588318541344,12.306588318541344,151.45211604205826,0.8658133639619383,4.949043585198323,6.285316451084356,39.505202890271654,2020,,,normal - no transformation,Lebanon,Asia,12.0,1. 0 to <100
41,28.0,42,CUB,POISSON,,14.37873953990038,14.37873953990038,206.7481507562946,0.9206770249178904,6.64528045154539,7.877370830904168,62.052971207579816,2020,,,normal - no transformation,Cuba,North America,14.0,1. 0 to <100
21,100.0,115,BWA,Bayesian_ARD,,14.599527255193522,14.599527255193522,213.14619607513848,2.4340885984575067e-07,12.765745802034715,17.014613495197985,289.4970723909734,2020,,,normal - no transformation,Botswana,Africa,15.0,1. 0 to <100
